id,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源编码,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度
11,大关东九苑,拱墅区,大关,近3号线(星桥-吴山前村) 大关站,170,27088元/平米,2024-06-30,已购公房,2019-08-24,普通住宅,满五年,共有,"
                                有抵押 温州银行 业主自还
                              ",已上传房本照片,230818BG887712,"
2室1厅1厨1卫
                                                  ","
高楼层 (共7层)
                                                  ","
62.76㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
混合结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
12,北景园芳洲苑,拱墅区,石桥,近3号线(星桥-吴山前村) 汽轮广场站,270,28542元/平米,2023-02-18,商品房,2016-05-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,230228ET639389,"
3室2厅1厨1卫
                                                  ","
高楼层 (共12层)
                                                  ","
94.6㎡
                                                  ","
平层
                                                  ","
76.8㎡
                                                  ","
板楼
                                                  ","
南 北
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
一梯两户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
13,亿城雅苑,拱墅区,石桥,近3号线(星桥-吴山前村) 华丰路站,178,27184元/平米,2022-05-11,商品房,2012-04-12,普通住宅,满五年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,220506FH038931,"
2室1厅1厨1卫
                                                  ","
低楼层 (共11层)
                                                  ","
65.48㎡
                                                  ","
平层
                                                  ","
55.14㎡
                                                  ","
板楼
                                                  ","
南
                                                  ","
砖混结构
                                                  ","
精装
                                                  ","
一梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
14,宝嘉誉峰,拱墅区,万达广场,近10号线 祥园路站,420,37561元/平米,2025-03-01,商品房,2017-04-14,普通住宅,满五年,共有,"
                                有抵押 150万元
                              ",已上传房本照片,240319II963065,"
3室2厅1厨2卫
                                                  ","
低楼层 (共18层)
                                                  ","
111.82㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
其他
                                                  ","
两梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
15,蚕花园永兴坊,拱墅区,拱宸桥,,150,24839元/平米,2024-09-24,商品房,2020-09-18,普通住宅,满两年,非共有,"
                                有抵押 39万元 业主自还
                              ",已上传房本照片,200619238330,"
1室1厅1厨1卫
                                                  ","
中楼层 (共21层)
                                                  ","
60.39㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
塔楼
                                                  ","
东 南
                                                  ","
钢混结构
                                                  ","
简装
                                                  ","
三梯十四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
16,新华园,拱墅区,湖墅,,1098,74883元/平米,2022-11-05,商品房,2017-03-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,221111UG164513,"
3室2厅1厨2卫
                                                  ","
低楼层 (共23层)
                                                  ","
146.63㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯两户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
17,招商远洋春秋华庭,拱墅区,运河新城,近地铁4号线 皋亭坝站,450,49467元/平米,2025-03-18,商品房,2020-12-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,250318FJ001214,"
3室2厅1厨2卫
                                                  ","
低楼层 (共18层)
                                                  ","
90.97㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
框架结构
                                                  ","
其他
                                                  ","
两梯两户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
18,万科智谷,拱墅区,运河新城,近地铁4号线 皋亭坝站,75,21021元/平米,2024-11-01,商品房,2020-09-07,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,201003WB079494,"
2室2厅2厨2卫
                                                  ","
高楼层 (共20层)
                                                  ","
35.68㎡
                                                  ","
暂无数据
                                                  ","
暂无数据
                                                  ","
板塔结合
                                                  ","
西
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
四梯三十九户
                                                  ","
有
                                                  ","
暂无数据
                                                        
","
商水
                                                  ","
商电
                                                  "
19,方正御星,拱墅区,万达广场,近10号线 祥园路站,330,37819元/平米,2024-05-31,商品房,2017-03-31,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,240514JC098677,"
3室2厅1厨1卫
                                                  ","
中楼层 (共21层)
                                                  ","
87.26㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
简装
                                                  ","
两梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
20,东园高层公寓,拱墅区,建国北路,近地铁5号线 宝善桥站,310,33873元/平米,2021-01-25,商品房,2012-07-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210125BG757656,"
2室2厅1厨1卫
                                                  ","
低楼层 (共18层)
                                                  ","
91.52㎡
                                                  ","
平层
                                                  ","
73.33㎡
                                                  ","
塔楼
                                                  ","
东南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯六户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
21,嘉里桦枫居北区,拱墅区,石桥,近3号线(星桥-吴山前村) 华丰路站,350,26857元/平米,2023-08-12,商品房,2011-08-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,170614981566,"
4室2厅1厨2卫
                                                  ","
中楼层 (共16层)
                                                  ","
130.32㎡
                                                  ","
平层
                                                  ","
108.57㎡
                                                  ","
板塔结合
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
22,蓝色霞湾,拱墅区,德胜,近3号线(星桥-吴山前村) 香积寺站,570,46293元/平米,2022-12-01,商品房,2007-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,221128PQ867649,"
3室2厅1厨1卫
                                                  ","
低楼层 (共18层)
                                                  ","
123.13㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板塔结合
                                                  ","
南
                                                  ","
框架结构
                                                  ","
精装
                                                  ","
一梯两户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
23,塘河新村,拱墅区,信义坊,近10号线 北大桥站,185,34121元/平米,2021-07-15,已购公房,2013-04-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210222SF252613,"
2室1厅1厨1卫
                                                  ","
高楼层 (共7层)
                                                  ","
54.22㎡
                                                  ","
平层
                                                  ","
50.95㎡
                                                  ","
板楼
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
24,左家新村,拱墅区,湖墅,近3号线(星桥-吴山前村)潮王路站,370,40018元/平米,2020-07-17,商品房,2017-01-17,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,170809820631,"
3室1厅1厨1卫
                                                  ","
高楼层 (共7层)
                                                  ","
92.46㎡
                                                  ","
错层
                                                  ","
82.53㎡
                                                  ","
板楼
                                                  ","
南
                                                  ","
砖木结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
25,中铁国际公馆,拱墅区,拱宸桥,,70,17439元/平米,2024-04-05,商品房,2021-05-10,商住两用,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210608IF816915,"
1室1厅1厨1卫
                                                  ","
低楼层 (共19层)
                                                  ","
40.14㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
西南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯十八户
                                                  ","
有
                                                  ","
暂无数据
                                                        
","
商水
                                                  ","
商电
                                                  ","
3.1元/m3
                                                  "
26,小河佳苑,拱墅区,和睦,近10号线 北大桥站,269,24811元/平米,2024-09-27,回迁房,2021-04-21,普通住宅,满两年,共有,"
                                有抵押 130万元
                              ",已上传房本照片,170329657465,"
3室2厅1厨2卫
                                                  ","
低楼层 (共15层)
                                                  ","
108.42㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板塔结合
                                                  ","
南 北
                                                  ","
钢混结构
                                                  ","
简装
                                                  ","
一梯三户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
27,莫干山路60号,拱墅区,湖墅,近地铁2号线沈塘桥站,225,33398元/平米,2024-12-20,商品房,2005-09-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,241220LX741787,"
2室2厅1厨1卫
                                                  ","
低楼层 (共5层)
                                                  ","
67.37㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
混合结构
                                                  ","
其他
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
28,宝嘉誉峰,拱墅区,万达广场,近10号线 祥园路站,350,39909元/平米,2024-10-28,商品房,2017-07-05,普通住宅,满五年,共有,"
                                有抵押 100
                              ",已上传房本照片,241028NL827097,"
3室2厅1厨2卫
                                                  ","
高楼层 (共18层)
                                                  ","
87.7㎡
                                                  ","
平层
                                                  ","
85㎡
                                                  ","
板楼
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
29,体育场路2-70号,拱墅区,建国北路,近地铁5号线 宝善桥站,151,25628元/平米,2024-11-14,商品房,2009-07-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,180920706244,"
2室1厅1厨1卫
                                                  ","
高楼层 (共7层)
                                                  ","
58.92㎡
                                                  ","
平层
                                                  ","
52.29㎡
                                                  ","
板楼
                                                  ","
南
                                                  ","
混合结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
30,万家星城二期,拱墅区,三塘,近地铁4号线新天地街站,698,50198元/平米,2024-06-09,商品房,2013-01-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,240617WY114411,"
3室2厅1厨2卫
                                                  ","
高楼层 (共20层)
                                                  ","
139.05㎡
                                                  ","
平层
                                                  ","
109.24㎡
                                                  ","
板楼
                                                  ","
南
                                                  ","
框架结构
                                                  ","
精装
                                                  ","
两梯两户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
31,雍景湾(拱墅),拱墅区,申花,近10号线 花园岗站,435,48495元/平米,2023-05-09,商品房,2017-12-08,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,230509RP015373,"
3室2厅1厨2卫
                                                  ","
中楼层 (共27层)
                                                  ","
89.7㎡
                                                  ","
平层
                                                  ","
68.55㎡
                                                  ","
塔楼
                                                  ","
南 北
                                                  ","
钢混结构
                                                  ","
简装
                                                  ","
两梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
32,联发溪语宸庐,拱墅区,半山,近地铁4号线 吴家角港站,400,34732元/平米,2024-12-26,商品房,2024-12-27,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210506KW634015,"
3室1厅1厨2卫
                                                  ","
高楼层 (共17层)
                                                  ","
115.17㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板塔结合
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
其他
                                                  ","
两梯两户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
33,野风现代中心,拱墅区,和平,近地铁5号线打铁关站,118,21174元/平米,2024-02-23,商品房,2018-07-24,商住两用,满五年,共有,"
                                有抵押
                              ",已上传房本照片,180916312680,"
1室1厅1厨1卫
                                                  ","
中楼层 (共27层)
                                                  ","
55.73㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
西南
                                                  ","
钢混结构
                                                  ","
简装
                                                  ","
四梯二十七户
                                                  ","
有
                                                  ","
暂无数据
                                                        
","
商水
                                                  ","
商电
                                                  "
34,拱宸新苑,拱墅区,拱宸桥,近地铁5号线拱宸桥东站,290,31904元/平米,2024-11-19,已购公房,2021-03-19,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,231007UQ050711,"
2室2厅1厨1卫
                                                  ","
高楼层 (共6层)
                                                  ","
90.9㎡
                                                  ","
跃层
                                                  ","
暂无数据
                                                  ","
板塔结合
                                                  ","
西
                                                  ","
混合结构
                                                  ","
其他
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
35,都市水乡水映苑,拱墅区,三墩,近地铁2号线三墩站,178,25619元/平米,2023-05-11,商品房,2019-04-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,181219108159,"
2室2厅1厨1卫
                                                  ","
中楼层 (共6层)
                                                  ","
69.48㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板塔结合
                                                  ","
南
                                                  ","
混合结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
36,锦绣文澜阁,拱墅区,桥西,近地铁5号线大运河站,420,40549元/平米,2022-02-20,已购公房,2022-02-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,220219LG679374,"
3室1厅1厨1卫
                                                  ","
低楼层 (共24层)
                                                  ","
103.58㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
简装
                                                  ","
两梯三户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
37,上塘宸章,拱墅区,运河新城,近地铁4号线 皋亭坝站,500,51728元/平米,2024-06-15,商品房,2019-06-19,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,240613BD551929,"
3室2厅1厨2卫
                                                  ","
高楼层 (共25层)
                                                  ","
96.66㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
东南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
38,未央村,拱墅区,湖滨,近1号线(萧山国际机场-湘湖)凤起路站,270,53882元/平米,2022-10-25,商品房,2017-07-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,170612839691,"
2室1厅1厨1卫
                                                  ","
高楼层 (共7层)
                                                  ","
50.11㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
混合结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
39,新华苑,拱墅区,申花,近10号线 花园岗站,160,23949元/平米,2024-10-20,商品房,2000-07-10,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,240119MW838523,"
3室1厅1厨1卫
                                                  ","
高楼层 (共7层)
                                                  ","
66.81㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南 北
                                                  ","
混合结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
40,丽景苑(下城),拱墅区,潮鸣,近地铁5号线万安桥站,850,59864元/平米,2024-07-07,商品房,2002-01-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,220317BM958294,"
5室1厅1厨3卫
                                                  ","
高楼层 (共7层)
                                                  ","
141.99㎡
                                                  ","
复式
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南 北
                                                  ","
钢混结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
41,领骏世界,拱墅区,朝晖,近3号线(星桥-吴山前村)潮王路站,198,27998元/平米,2022-06-20,商品房,2008-05-22,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,220623CM001581,"
3室1厅1厨2卫
                                                  ","
高楼层 (共20层)
                                                  ","
70.72㎡
                                                  ","
暂无数据
                                                  ","
65.72㎡
                                                  ","
板楼
                                                  ","
西 北
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
四梯二十四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
","
民水
                                                  ","
民电
                                                  "
42,树园,拱墅区,建国北路,近地铁5号线建国北路站,220,34988元/平米,2024-12-02,已购公房,2018-02-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210828LP861636,"
3室1厅1厨1卫
                                                  ","
中楼层 (共7层)
                                                  ","
62.88㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
平房
                                                  ","
南 北
                                                  ","
砖木结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
43,大浒东苑,拱墅区,大关,近3号线(星桥-吴山前村) 大关站,520,33349元/平米,2021-08-03,回迁房,2017-02-27,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,200825XL919752,"
4室2厅1厨2卫
                                                  ","
高楼层 (共18层)
                                                  ","
155.93㎡
                                                  ","
跃层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南 北
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
一梯两户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
44,长兴公寓,拱墅区,三塘,,260,35107元/平米,2024-09-01,已购公房,2000-12-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,190902414052,"
2室2厅1厨1卫
                                                  ","
高楼层 (共7层)
                                                  ","
74.06㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
混合结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
45,天阳上河,拱墅区,桥西,近地铁5号线大运河站,1050,55322元/平米,2024-09-27,商品房,2018-03-15,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,180811844115,"
4室2厅1厨3卫
                                                  ","
低楼层 (共5层)
                                                  ","
189.8㎡
                                                  ","
跃层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南 北
                                                  ","
钢混结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
46,富越香郡,拱墅区,桥西,近10号线渡驾桥站,370,42027元/平米,2024-09-26,商品房,2016-02-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,241007IS014589,"
3室1厅1厨1卫
                                                  ","
高楼层 (共32层)
                                                  ","
88.04㎡
                                                  ","
平层
                                                  ","
66.61㎡
                                                  ","
板楼
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
47,融信孔雀蓝郡,拱墅区,申花,近10号线 花园岗站,650,60856元/平米,2023-10-03,商品房,2017-08-15,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,230824HS489844,"
3室1厅1厨2卫
                                                  ","
中楼层 (共29层)
                                                  ","
106.81㎡
                                                  ","
平层
                                                  ","
83.56㎡
                                                  ","
板塔结合
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
48,都市水乡水映苑,拱墅区,三墩,近地铁2号线三墩站,225,27972元/平米,2023-02-16,商品房,2018-12-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,230216HP808017,"
2室2厅1厨1卫
                                                  ","
高楼层 (共6层)
                                                  ","
80.44㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板塔结合
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
49,德胜东村,拱墅区,德胜东,,150,27333元/平米,2024-07-27,商品房,2018-01-11,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,170626557014,"
2室1厅1厨1卫
                                                  ","
高楼层 (共6层)
                                                  ","
54.88㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板塔结合
                                                  ","
南
                                                  ","
砖混结构
                                                  ","
简装
                                                  ","
暂无数据
                                                  ","
无
                                                  ","
暂无数据
                                                        
"
50,中山北路369号,拱墅区,天水,近地铁2号线中河北路站,350,53509元/平米,2025-03-05,商品房,2021-12-13,普通住宅,满两年,共有,"
                                有抵押 180万元
                              ",已上传房本照片,231221NV725311,"
2室1厅1厨1卫
                                                  ","
高楼层 (共7层)
                                                  ","
65.41㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
砖混结构
                                                  ","
其他
                                                  ","
一梯四户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
51,中铁国际公馆,拱墅区,拱宸桥,,115,27034元/平米,2022-01-05,商品房,2021-07-26,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,220527HS511681,"
1室1厅1厨1卫
                                                  ","
中楼层 (共19层)
                                                  ","
42.54㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
西南
                                                  ","
钢混结构
                                                  ","
精装
                                                  ","
两梯十八户
                                                  ","
有
                                                  ","
暂无数据
                                                        
","
商水
                                                  ","
商电
                                                  ","
3.1元/m3
                                                  "
52,望林府,拱墅区,万达广场,近10号线 祥园路站,715,51163元/平米,2025-02-19,商品房,2024-02-20,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,240308GP133127,"
4室2厅1厨2卫
                                                  ","
中楼层 (共7层)
                                                  ","
139.75㎡
                                                  ","
平层
                                                  ","
暂无数据
                                                  ","
板楼
                                                  ","
南
                                                  ","
钢混结构
                                                  ","
其他
                                                  ","
一梯两户
                                                  ","
有
                                                  ","
暂无数据
                                                        
"
